Vardas           Pavarde          Med.             
Vardas1864       Pavarde1864      2.20               
Vardas1867       Pavarde1867      2.20               
Vardas1896       Pavarde1896      2.20               
Vardas1956       Pavarde1956      2.20               
Vardas1967       Pavarde1967      2.20               
Vardas1968       Pavarde1968      2.20               
Vardas2007       Pavarde2007      2.20               
Vardas2324       Pavarde2324      2.20               
Vardas2331       Pavarde2331      2.20               
Vardas2379       Pavarde2379      2.20               
Vardas2400       Pavarde2400      2.20               
Vardas2570       Pavarde2570      2.20               
Vardas2621       Pavarde2621      2.20               
Vardas2817       Pavarde2817      2.20               
Vardas2875       Pavarde2875      2.20               
Vardas2893       Pavarde2893      2.20               
Vardas3090       Pavarde3090      2.20               
Vardas3091       Pavarde3091      2.20               
Vardas3222       Pavarde3222      2.20               
Vardas3303       Pavarde3303      2.20               
Vardas3328       Pavarde3328      2.20               
Vardas3347       Pavarde3347      2.20               
Vardas3368       Pavarde3368      2.20               
Vardas3597       Pavarde3597      2.20               
Vardas3626       Pavarde3626      2.20               
Vardas3695       Pavarde3695      2.20               
Vardas3764       Pavarde3764      2.20               
Vardas3800       Pavarde3800      2.20               
Vardas3826       Pavarde3826      2.20               
Vardas3828       Pavarde3828      2.20               
Vardas3867       Pavarde3867      2.20               
Vardas3908       Pavarde3908      2.20               
Vardas3914       Pavarde3914      2.20               
Vardas3941       Pavarde3941      2.20               
Vardas4043       Pavarde4043      2.20               
Vardas4118       Pavarde4118      2.20               
Vardas4121       Pavarde4121      2.20               
Vardas4140       Pavarde4140      2.20               
Vardas4183       Pavarde4183      2.20               
Vardas4216       Pavarde4216      2.20               
Vardas4221       Pavarde4221      2.20               
Vardas4273       Pavarde4273      2.20               
Vardas4336       Pavarde4336      2.20               
Vardas4414       Pavarde4414      2.20               
Vardas4459       Pavarde4459      2.20               
Vardas4479       Pavarde4479      2.20               
Vardas4483       Pavarde4483      2.20               
Vardas4726       Pavarde4726      2.20               
Vardas4790       Pavarde4790      2.20               
Vardas4817       Pavarde4817      2.20               
Vardas4835       Pavarde4835      2.20               
Vardas4859       Pavarde4859      2.20               
Vardas4882       Pavarde4882      2.20               
Vardas4989       Pavarde4989      2.20               
Vardas4997       Pavarde4997      2.20               
Vardas5245       Pavarde5245      2.20               
Vardas5266       Pavarde5266      2.20               
Vardas5329       Pavarde5329      2.20               
Vardas5337       Pavarde5337      2.20               
Vardas5394       Pavarde5394      2.20               
Vardas5603       Pavarde5603      2.20               
Vardas5674       Pavarde5674      2.20               
Vardas5679       Pavarde5679      2.20               
Vardas5695       Pavarde5695      2.20               
Vardas5793       Pavarde5793      2.20               
Vardas5878       Pavarde5878      2.20               
Vardas5947       Pavarde5947      2.20               
Vardas5949       Pavarde5949      2.20               
Vardas5983       Pavarde5983      2.20               
Vardas5988       Pavarde5988      2.20               
Vardas5990       Pavarde5990      2.20               
Vardas6087       Pavarde6087      2.20               
Vardas6180       Pavarde6180      2.20               
Vardas6450       Pavarde6450      2.20               
Vardas6481       Pavarde6481      2.20               
Vardas6544       Pavarde6544      2.20               
Vardas6571       Pavarde6571      2.20               
Vardas6613       Pavarde6613      2.20               
Vardas6639       Pavarde6639      2.20               
Vardas6664       Pavarde6664      2.20               
Vardas6772       Pavarde6772      2.20               
Vardas6791       Pavarde6791      2.20               
Vardas6817       Pavarde6817      2.20               
Vardas6863       Pavarde6863      2.20               
Vardas7398       Pavarde7398      2.20               
Vardas7593       Pavarde7593      2.20               
Vardas7651       Pavarde7651      2.20               
Vardas7653       Pavarde7653      2.20               
Vardas7672       Pavarde7672      2.20               
Vardas7743       Pavarde7743      2.20               
Vardas7807       Pavarde7807      2.20               
Vardas7816       Pavarde7816      2.20               
Vardas7830       Pavarde7830      2.20               
Vardas7898       Pavarde7898      2.20               
Vardas7928       Pavarde7928      2.20               
Vardas7932       Pavarde7932      2.20               
Vardas7953       Pavarde7953      2.20               
Vardas7961       Pavarde7961      2.20               
Vardas8209       Pavarde8209      2.20               
Vardas8367       Pavarde8367      2.20               
Vardas8432       Pavarde8432      2.20               
Vardas8450       Pavarde8450      2.20               
Vardas8572       Pavarde8572      2.20               
Vardas8575       Pavarde8575      2.20               
Vardas8642       Pavarde8642      2.20               
Vardas8668       Pavarde8668      2.20               
Vardas8704       Pavarde8704      2.20               
Vardas8940       Pavarde8940      2.20               
Vardas9183       Pavarde9183      2.20               
Vardas9264       Pavarde9264      2.20               
Vardas9339       Pavarde9339      2.20               
Vardas9524       Pavarde9524      2.20               
Vardas9527       Pavarde9527      2.20               
Vardas9602       Pavarde9602      2.20               
Vardas9606       Pavarde9606      2.20               
Vardas9695       Pavarde9695      2.20               
Vardas9737       Pavarde9737      2.20               
Vardas9792       Pavarde9792      2.20               
Vardas9805       Pavarde9805      2.20               
Vardas9823       Pavarde9823      2.20               
Vardas9923       Pavarde9923      2.20               
Vardas9977       Pavarde9977      2.20               
Vardas3318       Pavarde3318      2.00               
Vardas4423       Pavarde4423      2.00               
Vardas7290       Pavarde7290      2.00               
Vardas343        Pavarde343       1.80               
Vardas367        Pavarde367       1.80               
Vardas707        Pavarde707       1.80               
